0.17529,Inf,0.59184,0.433,0.73686,0.73843,1.0231,0.76088,0.7161,Inf,0.15541,0.26733,Inf,0.48273,Inf,Inf,0.96734,Inf,Inf,0.87732,0.4757,Inf,0.42271,0.76868,Inf,0.91246,0.76469,Inf,0.37088,Inf
0.12957,Inf,0.4663,0.29136,0.59964,0.66915,0.8876,0.6069,0.5899,Inf,Inf,0.12523,Inf,0.33099,Inf,Inf,0.85237,Inf,Inf,0.79116,0.36271,Inf,0.32032,0.61356,Inf,0.81661,0.77094,Inf,0.24546,Inf
Inf,Inf,0.5784,0.28597,0.69866,0.79813,0.98551,0.63364,0.69955,Inf,Inf,0.14444,Inf,0.41104,Inf,Inf,0.96714,Inf,Inf,0.91722,0.48391,Inf,0.44597,0.65036,Inf,0.93993,0.89181,Inf,0.36391,Inf
Inf,Inf,0.45496,0.1672,0.56254,0.7119,0.84733,0.4985,0.57166,Inf,Inf,Inf,Inf,0.26978,Inf,Inf,0.84267,Inf,Inf,0.81499,0.37724,Inf,0.35241,0.51131,Inf,0.82992,0.8623,Inf,0.25855,Inf
Inf,Inf,0.46436,Inf,0.52586,0.77186,0.79212,0.35163,0.56086,Inf,Inf,Inf,Inf,0.24131,Inf,Inf,0.82973,Inf,Inf,0.84723,0.42913,Inf,0.42748,0.37437,Inf,0.848,0.97789,Inf,0.33182,Inf
Inf,Inf,0.47217,Inf,0.41285,0.80496,0.57971,Inf,0.4928,Inf,Inf,Inf,Inf,0.33214,Inf,Inf,0.7019,Inf,Inf,0.81216,0.5286,Inf,0.56635,0.051466,Inf,0.78308,1.1105,Inf,0.50577,Inf
Inf,Inf,0.43781,Inf,0.36728,0.76662,0.52827,Inf,0.44954,Inf,Inf,Inf,Inf,0.31939,Inf,Inf,0.6521,Inf,Inf,0.7676,0.5037,Inf,0.5454,Inf,Inf,0.73651,1.0806,Inf,0.49208,Inf
Inf,Inf,0.22432,Inf,0.29655,0.54633,0.57824,Inf,0.321,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.59194,Inf,Inf,0.60855,0.21727,Inf,0.24139,Inf,Inf,0.60696,0.80107,Inf,0.17366,Inf
Inf,Inf,0.22238,Inf,0.36725,0.45469,0.65232,Inf,0.34669,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.6069,Inf,Inf,0.55776,0.12055,Inf,0.097276,Inf,Inf,0.57671,0.65031,Inf,Inf,Inf
Inf,Inf,0.18598,Inf,0.34741,0.3595,0.61895,Inf,0.30424,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.54479,Inf,Inf,0.47128,0.060784,Inf,Inf,Inf,Inf,0.49678,0.56217,Inf,Inf,Inf
Inf,Inf,0.12524,Inf,0.28671,0.34342,0.55903,Inf,0.2449,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.49261,Inf,Inf,0.43784,Inf,Inf,Inf,Inf,Inf,0.45624,0.58609,Inf,Inf,Inf
Inf,Inf,Inf,Inf,0.16271,0.33734,0.43512,Inf,0.12438,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.38892,Inf,Inf,0.38437,Inf,Inf,Inf,Inf,Inf,0.38412,0.64562,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,0.41869,0.28801,Inf,0.089647,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.30976,Inf,Inf,0.40055,Inf,Inf,Inf,Inf,Inf,0.37059,0.76788,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,0.32905,0.31507,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.27209,Inf,Inf,0.32015,Inf,Inf,Inf,Inf,Inf,0.29941,0.6805,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,0.54292,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.21454,Inf,Inf,0.433,Inf,Inf,Inf,Inf,Inf,0.36641,0.91315,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,0.35968,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.22569,Inf,Inf,Inf,Inf,Inf,0.15541,0.72048,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,0.22546,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.071971,Inf,Inf,Inf,Inf,Inf,Inf,0.57058,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,0.16241,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.49867,Inf,Inf,Inf
